Label,Sentence
Animal,I avoid dolphins.
Animal,I avoid sharks.
Animal,I avoid rabbits.
Animal,I avoid deer.
Animal,I avoid frogs.
Animal,I avoid snakes.
Animal,I avoid lizards.
Animal,I avoid fish.
Animal,I avoid whales.
Animal,I avoid penguins.
Animal,I avoid bees.
Animal,I avoid ants.
Animal,I avoid butterflies.
Animal,I avoid turtles.
Animal,I avoid owls.
Animal,I avoid squirrels.
Animal,I avoid foxes.
Animal,I avoid leopards.
Animal,I avoid kangaroos.
Animal,I avoid zebras.
Animal,I avoid rhinoceros.
Animal,I avoid hippos.
Animal,I avoid cheetahs.
Animal,I avoid gorillas.
Animal,I avoid monkeys.
Animal,I avoid parrots.
Animal,I avoid crocodiles.
Animal,I avoid alligators.
Animal,I avoid eagles.
Animal,I avoid stallions.
Animal,I avoid pigeons.
Animal,I avoid turkeys.
Animal,I avoid chickens.
Animal,I avoid horses.
Animal,I avoid rats.
Animal,I avoid mice.
Animal,I avoid moths.
Animal,I avoid otters.
Animal,I avoid octopuses.
Animal,I avoid crabs.
Animal,I avoid starfish.
Animal,I avoid jellyfish.
Animal,I avoid seahorses.
Animal,I avoid salamanders.
Animal,I avoid cicadas.
Animal,I avoid locusts.
Animal,I avoid spiders.
Animal,I avoid cows.
Animal,I avoid pigs.
Animal,I avoid goats.
Animal,I avoid sheep.
Animal,I avoid donkeys.
Animal,I avoid mules.
Animal,I avoid buffalos.
Animal,I avoid hedgehogs.
Animal,I avoid porcupines.
Animal,I avoid raccoons.
Animal,I avoid kookaburras.
Animal,I avoid magpies.
Animal,I avoid roosters.
Animal,I avoid falcons.
Animal,I avoid caribou.
Animal,I avoid elk.
Animal,I avoid moose.
Animal,I avoid lynxes.
Animal,I avoid ostriches.
Animal,I avoid peacocks.
Animal,I avoid swans.
Animal,I avoid geese.
Animal,I avoid ducks.
Animal,I avoid bison.
Animal,I avoid chameleons.
Animal,I avoid cobras.
Animal,I avoid vultures.
Animal,I avoid hawks.
Animal,I avoid skunks.
Animal,I avoid weasels.
Animal,I avoid walruses.
Animal,I avoid seals.
Animal,I avoid narwhals.
Animal,I avoid platypuses.
Animal,I avoid echidnas.
Animal,I avoid dingoes.
Animal,I avoid hyenas.
Animal,I avoid jaguars.
Animal,I avoid panthersibex.
Animal,I avoid lemurs.
Animal,I avoid marmots.
Animal,I avoid orioles.
Animal,I avoid quails.
Animal,I avoid axolotl.
Animal,I am annoyed by cats.
Animal,I am annoyed by dogs.
Animal,I am annoyed by elephants.
Animal,I am annoyed by tigers.
Animal,I am annoyed by birds.
Animal,I am annoyed by lions.
Animal,I am annoyed by giraffes.
Animal,I am annoyed by bears.
Animal,I am annoyed by wolves.
Animal,I am annoyed by dolphins.
Animal,I am annoyed by sharks.
Animal,I am annoyed by rabbits.
Animal,I am annoyed by deer.
Animal,I am annoyed by frogs.
Animal,I am annoyed by snakes.
Animal,I am annoyed by lizards.
Animal,I am annoyed by fish.
Animal,I am annoyed by whales.
Animal,I am annoyed by penguins.
Animal,I am annoyed by bees.
Animal,I am annoyed by ants.
Animal,I am annoyed by butterflies.
Animal,I am annoyed by turtles.
Animal,I am annoyed by owls.
Animal,I am annoyed by squirrels.
Animal,I am annoyed by foxes.
Animal,I am annoyed by leopards.
Animal,I am annoyed by kangaroos.
Animal,I am annoyed by zebras.
Animal,I am annoyed by rhinoceros.
Animal,I am annoyed by hippos.
Animal,I am annoyed by cheetahs.
Animal,I am annoyed by gorillas.
Animal,I am annoyed by monkeys.
Animal,I am annoyed by parrots.
Animal,I am annoyed by crocodiles.
Animal,I am annoyed by alligators.
Animal,I am annoyed by eagles.
Animal,I am annoyed by stallions.
Animal,I am annoyed by pigeons.
Animal,I am annoyed by turkeys.
Animal,I am annoyed by chickens.
Animal,I am annoyed by horses.
Animal,I am annoyed by rats.
Animal,I am annoyed by mice.
Animal,I am annoyed by moths.
Animal,I am annoyed by otters.
Animal,I am annoyed by octopuses.
Animal,I am annoyed by crabs.
Animal,I am annoyed by starfish.
Animal,I am annoyed by jellyfish.
Animal,I am annoyed by seahorses.
Animal,I am annoyed by salamanders.
Animal,I am annoyed by cicadas.
Animal,I am annoyed by locusts.
Animal,I am annoyed by spiders.
Animal,I am annoyed by cows.
Animal,I am annoyed by pigs.
Animal,I am annoyed by goats.
Animal,I am annoyed by sheep.
Animal,I am annoyed by donkeys.
Animal,I am annoyed by mules.
Animal,I am annoyed by buffalos.
Animal,I am annoyed by hedgehogs.
Animal,I am annoyed by porcupines.
Animal,I am annoyed by raccoons.
Animal,I am annoyed by kookaburras.
Animal,I am annoyed by magpies.
Animal,I am annoyed by roosters.
Animal,I am annoyed by falcons.
Animal,I am annoyed by caribou.
Animal,I am annoyed by elk.
Animal,I am annoyed by moose.
Animal,I am annoyed by lynxes.
Animal,I am annoyed by ostriches.
Animal,I am annoyed by peacocks.
Animal,I am annoyed by swans.
Animal,I am annoyed by geese.
Animal,I am annoyed by ducks.
Animal,I am annoyed by bison.
Animal,I am annoyed by chameleons.
Animal,I am annoyed by cobras.
Animal,I am annoyed by vultures.
Animal,I am annoyed by hawks.
Animal,I am annoyed by skunks.
Animal,I am annoyed by weasels.
Animal,I am annoyed by walruses.
Animal,I am annoyed by seals.
Animal,I am annoyed by narwhals.
Animal,I am annoyed by platypuses.
Animal,I am annoyed by echidnas.
Animal,I am annoyed by dingoes.
Animal,I am annoyed by hyenas.
Animal,I am annoyed by jaguars.
Animal,I am annoyed by panthersibex.
Animal,I am annoyed by lemurs.
Animal,I am annoyed by marmots.
Animal,I am annoyed by orioles.
Animal,I am annoyed by quails.
Animal,I am annoyed by axolotl.
Animal,I am intrigued by cats.
Animal,I am intrigued by dogs.
Animal,I am intrigued by elephants.
Animal,I am intrigued by tigers.
Animal,I am intrigued by birds.
Animal,I am intrigued by lions.
Animal,I am intrigued by giraffes.
Animal,I am intrigued by bears.
Animal,I am intrigued by wolves.
Animal,I am intrigued by dolphins.
Animal,I am intrigued by sharks.
Animal,I am intrigued by rabbits.
Animal,I am intrigued by deer.
Animal,I am intrigued by frogs.
Animal,I am intrigued by snakes.
Animal,I am intrigued by lizards.
Animal,I am intrigued by fish.
Animal,I am intrigued by whales.
Animal,I am intrigued by penguins.
Animal,I am intrigued by bees.
Animal,I am intrigued by ants.
Animal,I am intrigued by butterflies.
Animal,I am intrigued by turtles.
Animal,I am intrigued by owls.
Animal,I am intrigued by squirrels.
Animal,I am intrigued by foxes.
Animal,I am intrigued by leopards.
Animal,I am intrigued by kangaroos.
Animal,I am intrigued by zebras.
Animal,I am intrigued by rhinoceros.
Animal,I am intrigued by hippos.
Animal,I am intrigued by cheetahs.
Animal,I am intrigued by gorillas.
Animal,I am intrigued by monkeys.
Animal,I am intrigued by parrots.
Animal,I am intrigued by crocodiles.
Animal,I am intrigued by alligators.
Animal,I am intrigued by eagles.
Animal,I am intrigued by stallions.
Animal,I am intrigued by pigeons.
Animal,I am intrigued by turkeys.
Animal,I am intrigued by chickens.
Animal,I am intrigued by horses.
Animal,I am intrigued by rats.
Animal,I am intrigued by mice.
Animal,I am intrigued by moths.
Animal,I am intrigued by otters.
Animal,I am intrigued by octopuses.
Animal,I am intrigued by crabs.
Animal,I am intrigued by starfish.
Animal,I am intrigued by jellyfish.
Animal,I am intrigued by seahorses.
Animal,I am intrigued by salamanders.
Animal,I am intrigued by cicadas.
Animal,I am intrigued by locusts.
Animal,I am intrigued by spiders.
Animal,I am intrigued by cows.
Animal,I am intrigued by pigs.
Animal,I am intrigued by goats.
Animal,I am intrigued by sheep.
Animal,I am intrigued by donkeys.
Animal,I am intrigued by mules.
Animal,I am intrigued by buffalos.
Animal,I am intrigued by hedgehogs.
Animal,I am intrigued by porcupines.
Animal,I am intrigued by raccoons.
Animal,I am intrigued by kookaburras.
Animal,I am intrigued by magpies.
Animal,I am intrigued by roosters.
Animal,I am intrigued by falcons.
Animal,I am intrigued by caribou.
Animal,I am intrigued by elk.
Animal,I am intrigued by moose.
Animal,I am intrigued by lynxes.
Animal,I am intrigued by ostriches.
Animal,I am intrigued by peacocks.
Animal,I am intrigued by swans.
Animal,I am intrigued by geese.
Animal,I am intrigued by ducks.
Animal,I am intrigued by bison.
Animal,I am intrigued by chameleons.
Animal,I am intrigued by cobras.
Animal,I am intrigued by vultures.
Animal,I am intrigued by hawks.
Animal,I am intrigued by skunks.
Animal,I am intrigued by weasels.
Animal,I am intrigued by walruses.
Animal,I am intrigued by seals.
Animal,I am intrigued by narwhals.
Animal,I am intrigued by platypuses.
Animal,I am intrigued by echidnas.
Animal,I am intrigued by dingoes.
Animal,I am intrigued by hyenas.
Animal,I am intrigued by jaguars.
Animal,I am intrigued by panthersibex.
Animal,I am intrigued by lemurs.
Animal,I am intrigued by marmots.
Animal,I am intrigued by orioles.
Animal,I am intrigued by quails.
Animal,I am intrigued by axolotl.
Animal,I am scared of cats.
Animal,I am scared of dogs.
Animal,I am scared of elephants.
Animal,I am scared of tigers.
Animal,I am scared of birds.
Animal,I am scared of lions.
Animal,I am scared of giraffes.
Animal,I am scared of bears.
Animal,I am scared of wolves.
Animal,I am scared of dolphins.
Animal,I am scared of sharks.
Animal,I am scared of rabbits.
Animal,I am scared of deer.
Animal,I am scared of frogs.
Animal,I am scared of snakes.
Animal,I am scared of lizards.
Animal,I am scared of fish.
Animal,I am scared of whales.
Animal,I am scared of penguins.
Animal,I am scared of bees.
Animal,I am scared of ants.
Animal,I am scared of butterflies.
Animal,I am scared of turtles.
Animal,I am scared of owls.
Animal,I am scared of squirrels.
Animal,I am scared of foxes.
Animal,I am scared of leopards.
Animal,I am scared of kangaroos.
Animal,I am scared of zebras.
Animal,I am scared of rhinoceros.
Animal,I am scared of hippos.
Animal,I am scared of cheetahs.
Animal,I am scared of gorillas.
Animal,I am scared of monkeys.
Animal,I am scared of parrots.
Animal,I am scared of crocodiles.
Animal,I am scared of alligators.
Animal,I am scared of eagles.
Animal,I am scared of stallions.
Animal,I am scared of pigeons.
Animal,I am scared of turkeys.
Animal,I am scared of chickens.
Animal,I am scared of horses.
Animal,I am scared of rats.
Animal,I am scared of mice.
Animal,I am scared of moths.
Animal,I am scared of otters.
Animal,I am scared of octopuses.
Animal,I am scared of crabs.
Animal,I am scared of starfish.
Animal,I am scared of jellyfish.
Animal,I am scared of seahorses.
Animal,I am scared of salamanders.
Animal,I am scared of cicadas.
Animal,I am scared of locusts.
Animal,I am scared of spiders.
Animal,I am scared of cows.
Animal,I am scared of pigs.
Animal,I am scared of goats.
Animal,I am scared of sheep.
Animal,I am scared of donkeys.
Animal,I am scared of mules.
Animal,I am scared of buffalos.
Animal,I am scared of hedgehogs.
Animal,I am scared of porcupines.
Animal,I am scared of raccoons.
Animal,I am scared of kookaburras.
Animal,I am scared of magpies.
Animal,I am scared of roosters.
Animal,I am scared of falcons.
Animal,I am scared of caribou.
Animal,I am scared of elk.
Animal,I am scared of moose.
Animal,I am scared of lynxes.
Animal,I am scared of ostriches.
Animal,I am scared of peacocks.
Animal,I am scared of swans.
Animal,I am scared of geese.
Animal,I am scared of ducks.
Animal,I am scared of bison.
Animal,I am scared of chameleons.
Animal,I am scared of cobras.
Animal,I am scared of vultures.
Animal,I am scared of hawks.
Animal,I am scared of skunks.
Animal,I am scared of weasels.
Animal,I am scared of walruses.
Animal,I am scared of seals.
Animal,I am scared of narwhals.
Animal,I am scared of platypuses.
Animal,I am scared of echidnas.
Animal,I am scared of dingoes.
Animal,I am scared of hyenas.
Animal,I am scared of jaguars.
Animal,I am scared of panthersibex.
Animal,I am scared of lemurs.
Animal,I am scared of marmots.
Animal,I am scared of orioles.
Animal,I am scared of quails.
Animal,I am scared of axolotl.
Animal,I admire cats.
Animal,I admire dogs.
Animal,I admire elephants.
Animal,I admire tigers.
Animal,I admire birds.
Animal,I admire lions.
Animal,I admire giraffes.
Animal,I admire bears.
Animal,I admire wolves.
Animal,I admire dolphins.
Animal,I admire sharks.
Animal,I admire rabbits.
Animal,I admire deer.
Animal,I admire frogs.
Animal,I admire snakes.
Animal,I admire lizards.
Animal,I admire fish.
Animal,I admire whales.
Animal,I admire penguins.
Animal,I admire bees.
Animal,I admire ants.
Animal,I admire butterflies.
Animal,I admire turtles.
Animal,I admire owls.
Animal,I admire squirrels.
Animal,I admire foxes.
Animal,I admire leopards.
Animal,I admire kangaroos.
Animal,I admire zebras.
Animal,I admire rhinoceros.
Animal,I admire hippos.
Animal,I admire cheetahs.
Animal,I admire gorillas.
Animal,I admire monkeys.
Animal,I admire parrots.
Animal,I admire crocodiles.
Animal,I admire alligators.
Animal,I admire eagles.
Animal,I admire stallions.
Animal,I admire pigeons.
Animal,I admire turkeys.
Animal,I admire chickens.
Animal,I admire horses.
Animal,I admire rats.
Animal,I admire mice.
Animal,I admire moths.
Animal,I admire otters.
Animal,I admire octopuses.
Animal,I admire crabs.
Animal,I admire starfish.
Animal,I admire jellyfish.
Animal,I admire seahorses.
Animal,I admire salamanders.
Animal,I admire cicadas.
Animal,I admire locusts.
Animal,I admire spiders.
Animal,I admire cows.
Animal,I admire pigs.
Animal,I admire goats.
Animal,I admire sheep.
Animal,I admire donkeys.
Animal,I admire mules.
Animal,I admire buffalos.
Animal,I admire hedgehogs.
Animal,I admire porcupines.
Animal,I admire raccoons.
Animal,I admire kookaburras.
Animal,I admire magpies.
Animal,I admire roosters.
Animal,I admire falcons.
Animal,I admire caribou.
Animal,I admire elk.
Animal,I admire moose.
Animal,I admire lynxes.
Animal,I admire ostriches.
Animal,I admire peacocks.
Animal,I admire swans.
Animal,I admire geese.
Animal,I admire ducks.
Animal,I admire bison.
Animal,I admire chameleons.
Animal,I admire cobras.
Animal,I admire vultures.
Animal,I admire hawks.
Animal,I admire skunks.
Animal,I admire weasels.
Animal,I admire walruses.
Animal,I admire seals.
Animal,I admire narwhals.
Animal,I admire platypuses.
Animal,I admire echidnas.
Animal,I admire dingoes.
Animal,I admire hyenas.
Animal,I admire jaguars.
Animal,I admire panthersibex.
Animal,I admire lemurs.
Animal,I admire marmots.
Animal,I admire orioles.
Animal,I admire quails.
Animal,I admire axolotl.
Animal,I detest cats.
Animal,I detest dogs.
Animal,I detest elephants.
Animal,I detest tigers.
Animal,I detest birds.
Animal,I detest lions.
Animal,I detest giraffes.
Animal,I detest bears.
Animal,I detest wolves.
Animal,I detest dolphins.
Animal,I detest sharks.
Animal,I detest rabbits.
Animal,I detest deer.
Animal,I detest frogs.
Animal,I detest snakes.
Animal,I detest lizards.
Animal,I detest fish.
Animal,I detest whales.
Animal,I detest penguins.
Animal,I detest bees.
Animal,I detest ants.
Animal,I detest butterflies.
Animal,I detest turtles.
Animal,I detest owls.
Animal,I detest squirrels.
Animal,I detest foxes.
Animal,I detest leopards.
Animal,I detest kangaroos.
Animal,I detest zebras.
Animal,I detest rhinoceros.
Animal,I detest hippos.
Animal,I detest cheetahs.
Animal,I detest gorillas.
Animal,I detest monkeys.
Animal,I detest parrots.
Animal,I detest crocodiles.
Animal,I detest alligators.
Animal,I detest eagles.
Animal,I detest stallions.
Animal,I detest pigeons.
Animal,I detest turkeys.
Animal,I detest chickens.
Animal,I detest horses.
Animal,I detest rats.
Animal,I detest mice.
Animal,I detest moths.
Animal,I detest otters.
Animal,I detest octopuses.
Animal,I detest crabs.
Animal,I detest starfish.
Animal,I detest jellyfish.
Animal,I detest seahorses.
Animal,I detest salamanders.
Animal,I detest cicadas.
Animal,I detest locusts.
Animal,I detest spiders.
Animal,I detest cows.
Animal,I detest pigs.
Animal,I detest goats.
Animal,I detest sheep.
Animal,I detest donkeys.
Animal,I detest mules.
Animal,I detest buffalos.
Animal,I detest hedgehogs.
Animal,I detest porcupines.
Animal,I detest raccoons.
Animal,I detest kookaburras.
Animal,I detest magpies.
Animal,I detest roosters.
Animal,I detest falcons.
Animal,I detest caribou.
Animal,I detest elk.
Animal,I detest moose.
Animal,I detest lynxes.
Animal,I detest ostriches.
Animal,I detest peacocks.
Animal,I detest swans.
Animal,I detest geese.
Animal,I detest ducks.
Animal,I detest bison.
Animal,I detest chameleons.
Animal,I detest cobras.
Animal,I detest vultures.
Animal,I detest hawks.
Animal,I detest skunks.
Animal,I detest weasels.
Animal,I detest walruses.
Animal,I detest seals.
Animal,I detest narwhals.
Animal,I detest platypuses.
Animal,I detest echidnas.
Animal,I detest dingoes.
Animal,I detest hyenas.
Animal,I detest jaguars.
Animal,I detest panthersibex.
Animal,I detest lemurs.
Animal,I detest marmots.
Animal,I detest orioles.
Animal,I detest quails.
Animal,I detest axolotl.
Non-Animal,I like automobiles.
Non-Animal,I like bridges.
Non-Animal,I like computers.
Non-Animal,I like diamonds.
Non-Animal,I like electronics.
Non-Animal,I like furniture.
Non-Animal,I like guitars.
Non-Animal,I like helicopters.
Non-Animal,I like icebergs.
Non-Animal,I like jewelry.
Non-Animal,I like kettles.
Non-Animal,I like lamps.
Non-Animal,I like mountains.
Non-Animal,I like novels.
Non-Animal,I like oceans.
Non-Animal,I like paintings.
Non-Animal,I like quilts.
Non-Animal,I like robots.
